Sentence,Label
declare @q nvarchar  ( 4000 )  select @q  =,1
"select * from users where id = 1 or "";["" or 1 = 1 -- 1",1
"select * from users where id = '1' union select !<1,version (  )  -- 1'",1
"select * from users where id = 1 or 1#""$ union select 'a',version (  )  -- 1",1
"Furthermore: Since undergoing meniscus operation , lady , mid-fifties , experience means move floor floor disability",0
"&quot; Bottom line costs rising , people middle lower end &#91; income scale &#93; looking supplement income wherever , &quot; says Song Seng Wun , economist CIMB , Malaysian bank",0
"However , nobody afford lose qualified workers , &quot; added",0
Two suspects detained conjunction cocaine find,0
"Scotland Yard &quot; served surrender notice upon 40-year-old man requires attend police station date time choosing , &quot; spokesman said",0
The two traders would first RBS employees suspended widening probe echoes Libor interbank lending manipulation scandal,0
"Before citizen &apos;s initiative project , banner message &quot; We favour &quot; put",0
"select * from users where id = 1 or "".,"" or 1 = 1 -- 1",1
"select * from users where id = 1 or 1#""; union select 'a',version (  )  -- 1",1
The Observatory said casualties sides Thursday specifics,0
"Of course wages higher within private sector , hand , theologians secure employer",0
""";waitfor delay '0:0:__TIME__'--",1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT banner FROM v$version WHERE ROWNUM = 1  )  )   AND 'i' = 'i,1
"select * from users where id = 1 or "". ( "" or 1 = 1 -- 1",1
"Meanwhile , former chief reporter Neville Thurlbeck former reporter James Weatherup oversaw surveillance Ms Pawlby &apos;s movements",0
"On instruction Office Protection Constitution (BfV), Germany &apos;s domestic intelligence agency , mission photograph rooftop US outpost , located less 5km European Central Bank Bundesbank",0
Court blocks ruling NYPD stop-and-frisk policy A federal appeals court Thursday blocked judge &apos;s order requiring changes New York Police Department &apos;s stop-and-frisk program removed judge case,0
For nonconformity world whips displeasure,0
"select * from users where id = 1 or ""%{"" or 1 = 1 -- 1",1
"The recent cause Rangnick &apos;s criticism yellow card Mane 3: 0 Grödig last Sunday , whereby Senegalese striker penalised supposed play acting - admittedly justified , shown TV footage",0
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 6  )  )   AND 'i' = 'i",1
Cue stories passport controls Berwick barbed wire border along Hadrian &apos;s Wall,0
Therefore experience Stiftung Warentest consumer study also elderly people particular would accept inconveniences limitations able remain usual environment,0
"select * from users where id = 1 or ""1{"" or 1 = 1 -- 1",1
"I expect UK distance project , hoping cosy US",0
cgi yes awesomescott111@hanmail,0
"select * from users where id = 1 + @`\` union select 1,version (  )  -- 1",1
He coined term &quot; gender identity &quot; argued social environmental cues -- parents raised child -- interacted child &apos;s genes hormones shape whether person identified male female,0
The Verkehrsclub Deutschland (German Traffic Club) opinion increase two decades &quot; completely appropriate actually long overdue &quot;,0
"By 5-4 vote , justices ruled Patient Protection Affordable Care Act &apos;s individual mandate - requires citizens buy health insurance 2014 else pay penalty - constitutional taxing power government",0
"select * from users where id = 1 or ""%,"" or 1 = 1 -- 1",1
"select * from users where id = 1 -1<@ union select 1,version (  )  -- 1",1
"select * from users where id = 1 or 1#"". = 1 union select 1,version (  )  -- 1",1
Whoso would man must nonconformist,0
' or 'whatever' in  ( 'whatever' ),1
"&quot; I want us get mojo back , &quot; said",0
Mainz concerned regarding availability Nicolai Müller,0
The potential switch closely guarded secret within Chicago campaign infrastructure inside Oval Office,0
select * from users where id = 1 or \.<$ or 1 = 1 -- 1,1
He also stated increasing number employed persons looking long-term care support relatives,0
"Her models include classic care models , alternative living arrangements often-mentioned pensioners &apos; living community",0
"select * from users where id = 1 union select 1<@$,version (  )  -- 1",1
Military ruler Field Marshal Hussein Tantawi attendance,0
"The area filled nondescript warehouses , making easier conceal trucks loaded drugs",0
"Mashed tofu plant cream , example , serves substitute quark cheese",0
"Also Thursday , Syrian activist group said 120,000 people killed since start country &apos;s civil war nearly three years ago",0
"Charlie Brown introduced us The Great Pumpkin kids , carving jack-o-lantern like decorating Christmas tree - &apos;s something &apos;ve done since little",0
"That throws thunder Chatham’s voice, dignity Washington’s port, America Adams’s eye",0
Self-reliance aversion,0
I hope sees I,0
"I live every day without seeing grandchildren , daughters",0
Travelling BVB fans created terrible scenes flares Veltins Arena district derby Schalke Borussia Dortmund announced would serious consequences,0
I wish please him; I wish wish please me,0
modify 9 28845 28845 apply2 Fun 2453 1 bbs314 129-945,0
"or benchmark ( 10000000,MD5 ( 1  )  )  #",1
"See line sufficient distance, straightens average tendency",0
"1 or benchmark ( 10000000,MD5 ( 1  )  )  #",1
"select * from users where id = 1 or ""1#"" or 1 = 1 -- 1",1
Miranda Kerr Orlando Bloom parents two-year-old Flynn,0
Transport minister Baroness Kramer said project would &quot; bring UK together,0
Africa far Gran Canaria,0
58 barrel ICE exchange London,0
"Hemingway told story fighter , courageous man &apos;t give ultimately wins battle fish result knowledge strong",0
"Mr Kerry insisted , however , NSA force good surveillance operations saved many lives",0
select * from users where id = 1 or  ( $+ )  = 1 or 1 = 1 -- 1,1
"Zita Köhler , Chairperson Parish Council , agreed give talk Biblical proverbs breakfast",0
"Basharat Ditta , 42 , would feed sensitive intelligence crime lord Neil Scarbrough inquiries drug trafficking activities became compromised cocaine habit",0
"Except: In stomachs passenger back seats , hunger strikes",0
What certain 19-year-old female driver VW Golf driving direction Revensdorf 38-year-old man Gettorf came towards Hyundai,0
4 million profit achieved 2011 / 12,0
Or defend economic interests - includes telling Berlin Brussels get,0
"An oral argument city &apos;s appeal scheduled sometime March 14 , 2014",0
or 1 in  ( select @@version ) --,1
"Tales Thor could show &quot; brute strength match subtle trickery , &quot; Arthurian legends reveal importance dream",0
' select name from syscolumns where id  =   ( select id from sysobjects where name  =  tablename' ) --,1
"select * from users where id = 1 *\ union select null,@@VERSION -- 1",1
"select * from users where id = '1' * ( 1 )  union select 1,banner from v$version where rownum = 1 -- 1'",1
They require clear pathways order preserve species,0
select name from syscolumns where id  =   ( sele ...,1
"However , current economic crisis proved watershed",0
"What wrong people continually throw fast food bags car window ? ! At weekend particular , discarded paper bags found side road car parks",0
"select * from users where id = 1 union select 1 $$,version (  )  -- 1",1
The authorities called twice deal children throwing eggs houses,0
"select * from users where id = '1' union select \.,@@VERSION -- 1'",1
"Town Council delighted solid budget Every time discussion Town Council meetings turns budget , Mayor Ralph Gerster good reason smile",0
"We &apos;re delighted offering path partnership Land Rover MSA , believe format offers new way experience different rally disciplines UK overseas , prepare entrants rigours realities Rally Raid",0
Claims outage caused distributed denial service &#91; DDoS &#93; attack true,0
Mick Jagger says never hit Katy Perry 18,0
"select * from users where id = 1 or $<\. union select 1,@@VERSION -- 1",1
"select * from users where id = 1 <@$_ union select 1,version (  )  -- 1",1
0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A,1
"1 )  or benchmark ( 10000000,MD5 ( 1  )  )  #",1
"select * from users where id = 1 or 1#""; union select version (  ) ,version (  )  -- 1",1
"&quot; At least post boxes districts Neuschloß Rosengarten must still emptied Sundays , &quot; said Bittner Röhrenbeck unison",0
"You vote , top 10 Heroes , CNN Hero Year",0
"select * from users where id = 1 union select 1a,banner from v$version where rownum = 1 -- 1",1
"Or choose device , opting instead pay flat fee based average number miles driven state residents",0
or 1 = 1 --,1
26 %,1
"Historically , meant white labour protected - region saw echoes historic artifact , I &apos;t surprised",0
"As result , important collaboration developed gynaecologist , Hanne , performed countless operations several journeys location",0
"In 2008 , Schleeh carpentry company Baiersbronn built hospital station Socogim , poor district edge Capital , record time less one week - free charge",0
"select * from users where id = 1 or 1#""? union select null,version (  )  -- 1",1
"select * from users where id = 1 + $+*\ union select null,@@VERSION -- 1",1
"' union  ( select NULL, NULL, NULL,   ( select @@version  )  )   --",1
"He also admitted beating raping , however denied responsible death girl",0
One man explained free hernia surgery &apos;d received allow work,0
We decided first flight update period &apos;s done,0
"Additionally , Defender Challenge provide training test day February , well option compete desert events North Africa Middle East",0
"Among others , question raised embankments detention reservoirs longer planned protect location",0
"Airbus week called industry standard would provide seat least 18 inches (46 cm) wide economy cabins , U",0
"&quot; This mainly due higher contribution administrative budget , &quot; said Rothmund",0
